event,operation,values,maximum_abs,minimum_nonzero_abs,output_cipher,input_a,input_b
136,encode,248,0.13269305769316111,0.13269305769316111,0,0,0
137,encode,248,13.713809013000001,13.713809013000001,0,0,0
138,encrypt,0,0,0,83,0,0
139,mulPlain,0,0,0,84,83,0
140,encode,248,0.24080694230137475,0.24080694230137475,0,0,0
141,encode,248,14.157045364,14.157045364,0,0,0
142,encrypt,0,0,0,85,0,0
143,mulPlain,0,0,0,86,85,0
144,add,0,0,0,87,84,86
145,add,0,0,0,88,80,82
146,add,0,0,0,89,88,87
147,sub,0,0,0,90,89,11
148,encode,248,13431.10730043148,849.29834622304213,0,0,0
149,subPlain,0,0,0,91,90,0
150,mulPlain,0,0,0,92,91,0
151,encode,248,13431.10730043148,849.29834622304213,0,0,0
152,subPlain,0,0,0,93,90,0
153,mulPlain,0,0,0,94,93,0
154,encode,248,0.023469653852575392,0.023469653852575392,0,0,0
155,encode,248,4.3417859080000003,4.3417859080000003,0,0,0
156,encrypt,0,0,0,95,0,0
157,mulPlain,0,0,0,96,95,0
158,encode,248,0.60303034615288875,0.60303034615288875,0,0,0
159,encode,248,4.3875465389999997,4.3875465389999997,0,0,0
160,encrypt,0,0,0,97,0,0
161,mulPlain,0,0,0,98,97,0
162,encode,248,0.013991884618886216,0.013991884618886216,0,0,0
163,encode,248,4.2689590449999999,4.2689590449999999,0,0,0
164,encrypt,0,0,0,99,0,0
165,mulPlain,0,0,0,100,99,0
166,encode,248,0.35950811537564964,0.35950811537564964,0,0,0
167,encode,248,4.243227482,4.243227482,0,0,0
168,encrypt,0,0,0,101,0,0
169,mulPlain,0,0,0,102,101,0
170,add,0,0,0,103,100,102
171,add,0,0,0,104,96,98
172,add,0,0,0,105,104,103
173,sub,0,0,0,106,105,11
174,encode,248,12966.588323088365,849.29834622304122,0,0,0
175,subPlain,0,0,0,107,106,0
176,mulPlain,0,0,0,108,107,0
177,encode,248,12966.588323088365,849.29834622304122,0,0,0
178,subPlain,0,0,0,109,106,0
179,mulPlain,0,0,0,110,109,0
180,encode,248,0.45086313462704508,0.45086313462704508,0,0,0
181,encode,248,6.797040462,6.797040462,0,0,0
182,encrypt,0,0,0,111,0,0
183,mulPlain,0,0,0,112,111,0
184,encode,248,0.17563686537841902,0.17563686537841902,0,0,0
185,encode,248,6.4252405169999998,6.4252405169999998,0,0,0
186,encrypt,0,0,0,113,0,0
187,mulPlain,0,0,0,114,113,0
188,encode,248,0.26879071153913658,0.26879071153913658,0,0,0
189,encode,248,6.2807588579999996,6.2807588579999996,0,0,0
190,encrypt,0,0,0,115,0,0
191,mulPlain,0,0,0,116,115,0
192,encode,248,0.1047092884553993,0.1047092884553993,0,0,0
193,encode,248,6.0231690410000001,6.0231690410000001,0,0,0
194,encrypt,0,0,0,117,0,0
195,mulPlain,0,0,0,118,117,0
196,add,0,0,0,119,116,118
197,add,0,0,0,120,112,114
198,add,0,0,0,121,120,119
199,sub,0,0,0,122,121,11
200,encode,248,12542.439855426599,849.29834622304122,0,0,0
201,subPlain,0,0,0,123,122,0
202,mulPlain,0,0,0,124,123,0
203,encode,248,12542.439855426599,849.29834622304122,0,0,0
204,subPlain,0,0,0,125,122,0
205,mulPlain,0,0,0,126,125,0
206,encode,248,0.25175661536613625,0.25175661536613625,0,0,0
207,encode,248,7.7819228169999999,7.7819228169999999,0,0,0
208,encrypt,0,0,0,127,0,0
209,mulPlain,0,0,0,128,127,0
210,encode,248,0.37474338463932788,0.37474338463932788,0,0,0
211,encode,248,5.9750947950000004,5.9750947950000004,0,0,0
212,encrypt,0,0,0,129,0,0
213,mulPlain,0,0,0,130,129,0
214,encode,248,0.150089538447017,0.150089538447017,0,0,0
215,encode,248,8.0067939760000009,8.0067939760000009,0,0,0
216,encrypt,0,0,0,131,0,0
217,mulPlain,0,0,0,132,131,0
218,encode,248,0.22341046154751887,0.22341046154751887,0,0,0
219,encode,248,6.9127721790000001,6.9127721790000001,0,0,0
220,encrypt,0,0,0,133,0,0
221,mulPlain,0,0,0,134,133,0
222,add,0,0,0,135,132,134
223,add,0,0,0,136,128,130
224,add,0,0,0,137,136,135
225,sub,0,0,0,138,137,11
226,encode,248,12542.439855426599,849.29834622304213,0,0,0
227,subPlain,0,0,0,139,138,0
228,mulPlain,0,0,0,140,139,0
229,encode,248,12542.439855426599,849.29834622304213,0,0,0
230,subPlain,0,0,0,141,138,0
231,mulPlain,0,0,0,142,141,0
232,encode,248,0.052650096135070601,0.052650096135070601,0,0,0
233,encode,248,5.9870967860000004,5.9870967860000004,0,0,0
234,encrypt,0,0,0,143,0,0
235,mulPlain,0,0,0,144,143,0
236,encode,248,0.57384990387039359,0.57384990387039359,0,0,0
237,encode,248,5.4948868749999997,5.4948868749999997,0,0,0
238,encrypt,0,0,0,145,0,0
239,mulPlain,0,0,0,146,145,0
240,encode,248,0.03138836537268902,0.03138836537268902,0,0,0
241,encode,248,15.223073006,15.223073006,0,0,0
242,encrypt,0,0,0,147,0,0
243,mulPlain,0,0,0,148,147,0
244,encode,248,0.34211163462184685,0.34211163462184685,0,0,0
245,encode,248,15.777690887,15.777690887,0,0,0
246,encrypt,0,0,0,149,0,0
247,mulPlain,0,0,0,150,149,0
248,add,0,0,0,151,148,150
249,add,0,0,0,152,144,146
250,add,0,0,0,153,152,151
251,sub,0,0,0,154,153,11
252,encode,248,12966.588323088365,849.29834622304122,0,0,0
253,subPlain,0,0,0,155,154,0
254,mulPlain,0,0,0,156,155,0
255,encode,248,12966.588323088365,849.29834622304122,0,0,0
256,subPlain,0,0,0,157,154,0
257,mulPlain,0,0,0,158,157,0
258,encode,248,0.48004357690957594,0.48004357690957594,0,0,0
259,encode,248,12.162668227999999,12.162668227999999,0,0,0
260,encrypt,0,0,0,159,0,0
261,mulPlain,0,0,0,160,159,0
262,encode,248,0.14645642309588822,0.14645642309588822,0,0,0
263,encode,248,14.303132056999999,14.303132056999999,0,0,0
264,encrypt,0,0,0,161,0,0
265,mulPlain,0,0,0,162,161,0
266,encode,248,0.28618719229296058,0.28618719229296058,0,0,0
267,encode,248,8.0235786440000005,8.0235786440000005,0,0,0
268,encrypt,0,0,0,163,0,0
269,mulPlain,0,0,0,164,163,0
270,encode,248,0.087312807701575262,0.087312807701575262,0,0,0
271,encode,248,9.8946228030000007,9.8946228030000007,0,0,0
272,encrypt,0,0,0,165,0,0
273,mulPlain,0,0,0,166,165,0
274,add,0,0,0,167,164,166
275,add,0,0,0,168,160,162
276,add,0,0,0,169,168,167
277,sub,0,0,0,170,169,11
278,encode,248,13431.10730043148,9.0949470177292814e-13,0,0,0
279,subPlain,0,0,0,171,170,0
280,mulPlain,0,0,0,172,171,0
281,encode,248,13431.10730043148,9.0949470177292814e-13,0,0,0
282,subPlain,0,0,0,173,170,0
283,mulPlain,0,0,0,174,173,0
284,encode,248,0.2809370576786171,0.2809370576786171,0,0,0
285,encode,248,7.6567950250000001,7.6567950250000001,0,0,0
286,encrypt,0,0,0,175,0,0
287,mulPlain,0,0,0,176,175,0
288,encode,248,0.34556294232684703,0.34556294232684703,0,0,0
289,encode,248,11.690968513,11.690968513,0,0,0
290,encrypt,0,0,0,177,0,0
291,mulPlain,0,0,0,178,177,0
292,encode,248,0.16748601921869632,0.16748601921869632,0,0,0
293,encode,248,11.382326126000001,11.382326126000001,0,0,0
294,encrypt,0,0,0,179,0,0
295,mulPlain,0,0,0,180,179,0
296,encode,248,0.20601398077583954,0.20601398077583954,0,0,0
297,encode,248,10.911185265,10.911185265,0,0,0
298,encrypt,0,0,0,181,0,0
299,mulPlain,0,0,0,182,181,0
300,add,0,0,0,183,180,182
301,add,0,0,0,184,176,178
302,add,0,0,0,185,184,183
303,sub,0,0,0,186,185,11
304,encode,248,13931.959275448322,849.29834622304031,0,0,0
305,subPlain,0,0,0,187,186,0
306,mulPlain,0,0,0,188,187,0
307,encode,248,13931.959275448322,849.29834622304031,0,0,0
308,subPlain,0,0,0,189,186,0
309,mulPlain,0,0,0,190,189,0
310,encode,248,0.081830538447551449,0.081830538447551449,0,0,0
311,encode,248,12.200810432000001,12.200810432000001,0,0,0
312,encrypt,0,0,0,191,0,0
313,mulPlain,0,0,0,192,191,0
314,encode,248,0.54466946155791263,0.54466946155791263,0,0,0
315,encode,248,13.007098198,13.007098198,0,0,0
316,encrypt,0,0,0,193,0,0
317,mulPlain,0,0,0,194,193,0
318,encode,248,0.048784846144368343,0.048784846144368343,0,0,0
319,encode,248,9.6468725200000005,9.6468725200000005,0,0,0
320,encrypt,0,0,0,195,0,0
321,mulPlain,0,0,0,196,195,0
322,encode,248,0.32471515385016753,0.32471515385016753,0,0,0
323,encode,248,12.050821303999999,12.050821303999999,0,0,0
324,encrypt,0,0,0,197,0,0
325,mulPlain,0,0,0,198,197,0
326,add,0,0,0,199,196,198
327,add,0,0,0,200,192,194
328,add,0,0,0,201,200,199
329,sub,0,0,0,202,201,11
330,encode,248,14465.370736748906,1.8189894035458563e-12,0,0,0
331,subPlain,0,0,0,203,202,0
332,mulPlain,0,0,0,204,203,0
333,encode,248,14465.370736748906,1.8189894035458563e-12,0,0,0
334,subPlain,0,0,0,205,202,0
335,mulPlain,0,0,0,206,205,0
336,encode,248,0.50922401922202121,0.50922401922202121,0,0,0
337,encode,248,23.307701111,23.307701111,0,0,0
338,encrypt,0,0,0,207,0,0
339,mulPlain,0,0,0,208,207,0
340,encode,248,0.11727598078344298,0.11727598078344298,0,0,0
341,encode,248,13.563858032000001,13.563858032000001,0,0,0
342,encrypt,0,0,0,209,0,0
343,mulPlain,0,0,0,210,209,0
344,encode,248,0.3035836730646187,0.3035836730646187,0,0,0
345,encode,248,15.745727539000001,15.745727539000001,0,0,0
346,encrypt,0,0,0,211,0,0
347,mulPlain,0,0,0,212,211,0
348,encode,248,0.069916326929917172,0.069916326929917172,0,0,0
349,encode,248,12.520929337,12.520929337,0,0,0
350,encrypt,0,0,0,213,0,0
351,mulPlain,0,0,0,214,213,0
352,add,0,0,0,215,212,214
353,add,0,0,0,216,208,210
354,add,0,0,0,217,216,215
355,sub,0,0,0,218,217,11
356,encode,248,15027.875006541246,849.29834622304031,0,0,0
357,subPlain,0,0,0,219,218,0
358,mulPlain,0,0,0,220,219,0
359,encode,248,15027.875006541246,849.29834622304031,0,0,0
360,subPlain,0,0,0,221,218,0
361,mulPlain,0,0,0,222,221,0
362,encode,248,0.31011749999106236,0.31011749999106236,0,0,0
363,encode,248,15.790297508,15.790297508,0,0,0
364,encrypt,0,0,0,223,0,0
365,mulPlain,0,0,0,224,223,0
366,encode,248,0.31638250001440177,0.31638250001440177,0,0,0
367,encode,248,14.885221481,14.885221481,0,0,0
368,encrypt,0,0,0,225,0,0
369,mulPlain,0,0,0,226,225,0
370,encode,248,0.18488249999035442,0.18488249999035442,0,0,0
371,encode,248,20.445934296000001,20.445934296000001,0,0,0
372,encrypt,0,0,0,227,0,0
373,mulPlain,0,0,0,228,227,0
374,encode,248,0.18861750000418145,0.18861750000418145,0,0,0
375,encode,248,18.533088683999999,18.533088683999999,0,0,0
376,encrypt,0,0,0,229,0,0
377,mulPlain,0,0,0,230,229,0
378,add,0,0,0,231,228,230
379,add,0,0,0,232,224,226
380,add,0,0,0,233,232,231
381,sub,0,0,0,234,233,11
382,encode,248,15616.328609332504,849.29834622304213,0,0,0
383,subPlain,0,0,0,235,234,0
384,mulPlain,0,0,0,236,235,0
385,encode,248,15616.328609332504,849.29834622304213,0,0,0
386,subPlain,0,0,0,237,234,0
387,mulPlain,0,0,0,238,237,0
388,encode,248,0.1528026923018099,0.1528026923018099,0,0,0
389,encode,248,10.669537544000001,10.669537544000001,0,0,0
390,encrypt,0,0,0,239,0,0
391,mulPlain,0,0,0,240,239,0
392,encode,248,0.15588961539020305,0.15588961539020305,0,0,0
393,encode,248,13.339076995999999,13.339076995999999,0,0,0
394,encrypt,0,0,0,241,0,0
395,mulPlain,0,0,0,242,241,0
396,encode,248,0.34219730767960682,0.34219730767960682,0,0,0
397,encode,248,15.997709274,15.997709274,0,0,0
398,encrypt,0,0,0,243,0,0
399,mulPlain,0,0,0,244,243,0
400,encode,248,0.34911038462838023,0.34911038462838023,0,0,0
401,encode,248,16.492244719999999,16.492244719999999,0,0,0
402,encrypt,0,0,0,245,0,0
403,mulPlain,0,0,0,246,245,0
404,add,0,0,0,247,244,246
405,add,0,0,0,248,240,242
406,add,0,0,0,249,248,247
407,sub,0,0,0,250,249,11
408,encode,248,15027.541681973111,849.29834622304213,0,0,0
409,subPlain,0,0,0,251,250,0
410,mulPlain,0,0,0,252,251,0
411,encode,248,15027.541681973111,849.29834622304213,0,0,0
412,subPlain,0,0,0,253,250,0
413,mulPlain,0,0,0,254,253,0
414,encode,248,0.49048788460048098,0.49048788460048098,0,0,0
415,encode,248,14.769030571,14.769030571,0,0,0
416,encrypt,0,0,0,255,0,0
417,mulPlain,0,0,0,256,255,0
418,encode,248,0.50039673079122582,0.50039673079122582,0,0,0
419,encode,248,15.229364394999999,15.229364394999999,0,0,0
420,encrypt,0,0,0,257,0,0
421,mulPlain,0,0,0,258,257,0
422,encode,248,0.0045121153809357393,0.0045121153809357393,0,0,0
423,encode,248,12.964298248,12.964298248,0,0,0
424,encrypt,0,0,0,259,0,0
425,mulPlain,0,0,0,260,259,0
426,encode,248,0.0046032692273574585,0.0046032692273574585,0,0,0
427,encode,248,14.508053779999999,14.508053779999999,0,0,0
428,encrypt,0,0,0,261,0,0
429,mulPlain,0,0,0,262,261,0
430,add,0,0,0,263,260,262
431,add,0,0,0,264,256,258
432,add,0,0,0,265,264,263
433,sub,0,0,0,266,265,11
434,encode,248,14464.705859115113,849.29834622304213,0,0,0
435,subPlain,0,0,0,267,266,0
436,mulPlain,0,0,0,268,267,0
437,encode,248,14464.705859115113,849.29834622304213,0,0,0
438,subPlain,0,0,0,269,266,0
439,mulPlain,0,0,0,270,269,0
440,encode,248,0.33317307691120746,0.33317307691120746,0,0,0
441,encode,248,9.5031328199999994,9.5031328199999994,0,0,0
442,encrypt,0,0,0,271,0,0
443,mulPlain,0,0,0,272,271,0
444,encode,248,0.33990384616700553,0.33990384616700553,0,0,0
445,encode,248,4.8636484150000001,4.8636484150000001,0,0,0
446,encrypt,0,0,0,273,0,0
447,mulPlain,0,0,0,274,273,0
448,encode,248,0.16182692307020927,0.16182692307020927,0,0,0
449,encode,248,10.352926254,10.352926254,0,0,0
450,encrypt,0,0,0,275,0,0
451,mulPlain,0,0,0,276,275,0
452,encode,248,0.16509615385157775,0.16509615385157775,0,0,0
453,encode,248,10.35150528,10.35150528,0,0,0
454,encrypt,0,0,0,277,0,0
455,mulPlain,0,0,0,278,277,0
456,add,0,0,0,279,276,278
457,add,0,0,0,280,272,274
458,add,0,0,0,281,280,279
459,sub,0,0,0,282,281,11
460,encode,248,13930.966908168873,849.29834622304213,0,0,0
461,subPlain,0,0,0,283,282,0
462,mulPlain,0,0,0,284,283,0
463,encode,248,13930.966908168873,849.29834622304213,0,0,0
464,subPlain,0,0,0,285,282,0
465,mulPlain,0,0,0,286,285,0
466,encode,248,0.17585826922848996,0.17585826922848996,0,0,0
467,encode,248,21.819206238,21.819206238,0,0,0
468,encrypt,0,0,0,287,0,0
469,mulPlain,0,0,0,288,287,0
470,encode,248,0.17941096154947372,0.17941096154947372,0,0,0
471,encode,248,24.541969299000002,24.541969299000002,0,0,0
472,encrypt,0,0,0,289,0,0
473,mulPlain,0,0,0,290,289,0
474,encode,248,0.31914173075292679,0.31914173075292679,0,0,0
475,encode,248,18.974412917999999,18.974412917999999,0,0,0
476,encrypt,0,0,0,291,0,0
477,mulPlain,0,0,0,292,291,0
478,encode,248,0.32558903846910953,0.32558903846910953,0,0,0
479,encode,248,20.969907761000002,20.969907761000002,0,0,0
480,encrypt,0,0,0,293,0,0
481,mulPlain,0,0,0,294,293,0
482,add,0,0,0,295,292,294
483,add,0,0,0,296,288,290
484,add,0,0,0,297,296,295
485,sub,0,0,0,298,297,11
486,encode,248,13429.794459364255,849.29834622304213,0,0,0
487,subPlain,0,0,0,299,298,0
488,mulPlain,0,0,0,300,299,0
489,encode,248,13429.794459364255,849.29834622304213,0,0,0
490,subPlain,0,0,0,301,298,0
491,mulPlain,0,0,0,302,301,0
492,encode,248,0.018543461539216429,0.018543461539216429,0,0,0
493,encode,248,11.436750412,11.436750412,0,0,0
494,encrypt,0,0,0,303,0,0
495,mulPlain,0,0,0,304,303,0
496,encode,248,0.018918076925253439,0.018918076925253439,0,0,0
497,encode,248,12.18104744,12.18104744,0,0,0
498,encrypt,0,0,0,305,0,0
499,mulPlain,0,0,0,306,305,0
500,encode,248,0.47645653844220032,0.47645653844220032,0,0,0
501,encode,248,17.460687636999999,17.460687636999999,0,0,0
502,encrypt,0,0,0,307,0,0
503,mulPlain,0,0,0,308,307,0
504,encode,248,0.48608192309332982,0.48608192309332982,0,0,0
505,encode,248,20.106716156000001,20.106716156000001,0,0,0
506,encrypt,0,0,0,309,0,0
507,mulPlain,0,0,0,310,309,0
508,add,0,0,0,311,308,310
509,add,0,0,0,312,304,306
510,add,0,0,0,313,312,311
511,sub,0,0,0,314,313,11
512,encode,248,12964.965725505905,9.0949470177292814e-13,0,0,0
513,subPlain,0,0,0,315,314,0
514,mulPlain,0,0,0,316,315,0
515,encode,248,12964.965725505905,9.0949470177292814e-13,0,0,0
516,subPlain,0,0,0,317,314,0
517,mulPlain,0,0,0,318,317,0
518,encode,248,0.3562286538313737,0.3562286538313737,0,0,0
519,encode,248,31.995412826999999,31.995412826999999,0,0,0
520,encrypt,0,0,0,319,0,0
521,mulPlain,0,0,0,320,319,0
522,encode,248,0.36342519231963077,0.36342519231963077,0,0,0
523,encode,248,51.226165770999998,51.226165770999998,0,0,0
524,encrypt,0,0,0,321,0,0
525,mulPlain,0,0,0,322,321,0
526,encode,248,0.13877134615004305,0.13877134615004305,0,0,0
527,encode,248,22.431655884000001,22.431655884000001,0,0,0
528,encrypt,0,0,0,323,0,0
529,mulPlain,0,0,0,324,323,0
530,encode,248,0.14157480769895248,0.14157480769895248,0,0,0
531,encode,248,35.809921265,35.809921265,0,0,0
532,encrypt,0,0,0,325,0,0
533,mulPlain,0,0,0,326,325,0
534,add,0,0,0,327,324,326
535,add,0,0,0,328,320,322
536,add,0,0,0,329,328,327
537,sub,0,0,0,330,329,11
538,encode,248,12540.522721354651,849.29834622304213,0,0,0
539,subPlain,0,0,0,331,330,0
540,mulPlain,0,0,0,332,331,0
541,encode,248,12540.522721354651,849.29834622304213,0,0,0
542,subPlain,0,0,0,333,330,0
543,mulPlain,0,0,0,334,333,0
544,encode,248,0.19891384614861399,0.19891384614861399,0,0,0
545,encode,248,14.544685363999999,14.544685363999999,0,0,0
546,encrypt,0,0,0,335,0,0
547,mulPlain,0,0,0,336,335,0
548,encode,248,0.20293230770205592,0.20293230770205592,0,0,0
549,encode,248,12.949151039,12.949151039,0,0,0
550,encrypt,0,0,0,337,0,0
551,mulPlain,0,0,0,338,337,0
552,encode,248,0.29608615383280273,0.29608615383280273,0,0,0
553,encode,248,10.379300117,10.379300117,0,0,0
554,encrypt,0,0,0,339,0,0
555,mulPlain,0,0,0,340,339,0
556,encode,248,0.30206769231652736,0.30206769231652736,0,0,0
557,encode,248,10.353543282,10.353543282,0,0,0
558,encrypt,0,0,0,341,0,0
559,mulPlain,0,0,0,342,341,0
560,add,0,0,0,343,340,342
561,add,0,0,0,344,336,338
562,add,0,0,0,345,344,343
563,sub,0,0,0,346,345,11
564,encode,248,12540.522721354651,9.0949470177292814e-13,0,0,0
565,subPlain,0,0,0,347,346,0
566,mulPlain,0,0,0,348,347,0
567,encode,248,12540.522721354651,9.0949470177292814e-13,0,0,0
568,subPlain,0,0,0,349,346,0
569,mulPlain,0,0,0,350,349,0
570,encode,248,0.041599038459410799,0.041599038459410799,0,0,0
571,encode,248,12.020669936999999,12.020669936999999,0,0,0
572,encrypt,0,0,0,351,0,0
573,mulPlain,0,0,0,352,351,0
574,encode,248,0.0424394230779074,0.0424394230779074,0,0,0
575,encode,248,12.890939713,12.890939713,0,0,0
576,encrypt,0,0,0,353,0,0
577,mulPlain,0,0,0,354,353,0
578,encode,248,0.45340096152200593,0.45340096152200593,0,0,0
579,encode,248,13.005447388,13.005447388,0,0,0
580,encrypt,0,0,0,355,0,0
581,mulPlain,0,0,0,356,355,0
582,encode,248,0.46256057694067587,0.46256057694067587,0,0,0
583,encode,248,13.849891662999999,13.849891662999999,0,0,0
584,encrypt,0,0,0,357,0,0
585,mulPlain,0,0,0,358,357,0
586,add,0,0,0,359,356,358
587,add,0,0,0,360,352,354
588,add,0,0,0,361,360,359
589,sub,0,0,0,362,361,11
590,encode,248,12964.965725505906,849.29834622304213,0,0,0
591,subPlain,0,0,0,363,362,0
592,mulPlain,0,0,0,364,363,0
593,encode,248,12964.965725505906,849.29834622304213,0,0,0
594,subPlain,0,0,0,365,362,0
595,mulPlain,0,0,0,366,365,0
596,encode,248,0.3792842307515118,0.3792842307515118,0,0,0
597,encode,248,14.5481987,14.5481987,0,0,0
598,encrypt,0,0,0,367,0,0
599,mulPlain,0,0,0,368,367,0
600,encode,248,0.38694653847222732,0.38694653847222732,0,0,0
601,encode,248,16.702188492000001,16.702188492000001,0,0,0
602,encrypt,0,0,0,369,0,0
603,mulPlain,0,0,0,370,369,0
604,encode,248,0.11571576922990494,0.11571576922990494,0,0,0
605,encode,248,20.130714417,20.130714417,0,0,0
606,encrypt,0,0,0,371,0,0
